Filename,Classifier,Feature selection,Sampling,Cost sensitive,Npofb10,Npofb15,Npofb20,Npofb25,Npofb30,Npofb35,Npofb40,Npofb45,Npofb50,Npofb55,Npofb60,Npofb65,Npofb70,Npofb75,Npofb80,Npofb85,Npofb90,Npofb95,Npofb100,avgNPofB,Popt10,Popt15,Popt20,Popt25,Popt30,Popt35,Popt40,Popt45,Popt50,Popt55,Popt60,Popt65,Popt70,Popt75,Popt80,Popt85,Popt90,Popt95,Popt100,avgNpopt
IBk_BestFirst(backward)_SensitiveThreshold_3.csv,IBk,BestFirst(backward),none,SensitiveThreshold,0.2,0.275,0.35,0.4,0.45,0.45,0.45,0.45,0.45,0.45,0.475,0.6,0.675,0.725,0.8,0.875,0.925,0.975,1.0,0.5604483825397952,0.2499999999999999,0.2894736842105263,0.35,0.4,0.44999999999999996,0.44999999999999996,0.44999999999999996,0.44999999999999996,0.44999999999999996,0.44999999999999996,0.475,0.6,0.675,0.725,0.8,0.8148148148148149,0.7692307692307694,0.7999999999999998,1,0.5776315789473684
IBk_BestFirst(backward)_SensitiveThreshold_4.csv,IBk,BestFirst(backward),none,SensitiveThreshold,0.3111111111111111,0.37777777777777777,0.4222222222222222,0.4444444444444444,0.5111111111111111,0.5777777777777777,0.6444444444444445,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.7777777777777778,0.7777777777777778,0.9111111111111111,0.9333333333333333,1.0,1.0,1.0,1.0,1.0,0.737612323491656,0.4,0.41463414634146345,0.4222222222222223,0.4444444444444444,0.5111111111111111,0.5777777777777777,0.6444444444444445,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.7777777777777778,0.7777777777777778,0.9111111111111111,0.9333333333333333,1.0,1.0,1.0,1.0,1,0.7309941520467835
IBk_BestFirst(backward)_SMOTE_1.csv,IBk,BestFirst(backward),SMOTE,none,0.05,0.13333333333333333,0.18333333333333332,0.2833333333333333,0.35,0.4166666666666667,0.43333333333333335,0.43333333333333335,0.45,0.45,0.45,0.45,0.48333333333333334,0.5833333333333334,0.7,0.8,0.9166666666666666,0.95,1.0,0.36425311721528336,0.08108108108108114,0.1777777777777777,0.21568627450980393,0.3090909090909091,0.35593220338983056,0.41666666666666674,0.43333333333333335,0.43333333333333335,0.44999999999999996,0.44999999999999996,0.44999999999999996,0.44999999999999996,0.4363636363636364,0.24242424242424254,0.18181818181818177,0.1428571428571429,0.4444444444444443,0.2499999999999991,1,0.5008771929824561
IBk_BestFirst(backward)_SMOTE_2.csv,IBk,BestFirst(backward),SMOTE,none,0.1276595744680851,0.23404255319148937,0.2978723404255319,0.2978723404255319,0.2978723404255319,0.2978723404255319,0.2978723404255319,0.3191489361702128,0.3404255319148936,0.40425531914893614,0.5106382978723404,0.6170212765957447,0.6808510638297872,0.7659574468085106,0.8297872340425532,0.8936170212765957,0.9361702127659575,1.0,1.0,0.5181777344620702,0.1875,0.275,0.3111111111111111,0.2978723404255319,0.2978723404255319,0.2978723404255319,0.2978723404255319,0.3191489361702128,0.34042553191489366,0.4042553191489362,0.5106382978723404,0.6170212765957447,0.6808510638297872,0.7659574468085106,0.7647058823529411,0.7499999999999999,0.7272727272727273,1.0,1,0.534154535274356
IBk_BestFirst(backward)_SMOTE_3.csv,IBk,BestFirst(backward),SMOTE,none,0.175,0.25,0.3,0.35,0.4,0.425,0.45,0.525,0.525,0.525,0.525,0.525,0.525,0.55,0.625,0.675,0.775,0.9,1.0,0.4609536168919826,0.21875,0.26315789473684215,0.30000000000000004,0.35,0.4,0.42500000000000004,0.44999999999999996,0.525,0.525,0.525,0.525,0.525,0.525,0.55,0.625,0.5185185185185186,0.3076923076923077,0.20000000000000018,1,0.5276315789473685
IBk_BestFirst(backward)_SMOTE_4.csv,IBk,BestFirst(backward),SMOTE,none,0.2222222222222222,0.28888888888888886,0.3333333333333333,0.35555555555555557,0.4222222222222222,0.5111111111111111,0.5555555555555556,0.6444444444444445,0.6444444444444445,0.6888888888888889,0.7555555555555555,0.7777777777777778,0.9111111111111111,0.9333333333333333,1.0,1.0,1.0,1.0,1.0,0.6913747784094383,0.2857142857142857,0.31707317073170727,0.33333333333333326,0.3555555555555556,0.4222222222222223,0.5111111111111111,0.5555555555555556,0.6444444444444445,0.6444444444444445,0.6888888888888889,0.7555555555555555,0.7777777777777778,0.9111111111111111,0.9333333333333333,1.0,1.0,1.0,1.0,1,0.6865497076023391
IBk_SensitiveThreshold_1.csv,IBk,none,none,SensitiveThreshold,0.1,0.18333333333333332,0.25,0.3333333333333333,0.38333333333333336,0.4166666666666667,0.4666666666666667,0.5666666666666667,0.6833333333333333,0.7,0.8333333333333334,0.9166666666666666,0.95,1.0,1.0,1.0,1.0,1.0,1.0,0.6833146844507499,0.16216216216216217,0.24444444444444446,0.2941176470588235,0.36363636363636365,0.38983050847457634,0.41666666666666674,0.4666666666666667,0.5666666666666667,0.6833333333333333,0.7,0.8333333333333334,0.9166666666666666,0.9454545454545454,1.0,1.0,1.0,1.0,1.0,1,0.6728070175438597
IBk_SensitiveThreshold_2.csv,IBk,none,none,SensitiveThreshold,0.19148936170212766,0.2765957446808511,0.3617021276595745,0.40425531914893614,0.425531914893617,0.425531914893617,0.46808510638297873,0.5106382978723404,0.5106382978723404,0.5106382978723404,0.5106382978723404,0.5319148936170213,0.6382978723404256,0.7659574468085106,0.8297872340425532,0.8936170212765957,0.9787234042553191,1.0,1.0,0.5847343278313734,0.28125,0.32499999999999996,0.3777777777777779,0.4042553191489362,0.42553191489361697,0.42553191489361697,0.46808510638297873,0.5106382978723404,0.5106382978723404,0.5106382978723404,0.5106382978723404,0.5319148936170213,0.6382978723404256,0.7659574468085106,0.7647058823529411,0.7499999999999999,0.909090909090909,1.0,1,0.5912653975363942
IBk_SensitiveThreshold_3.csv,IBk,none,none,SensitiveThreshold,0.15,0.2,0.3,0.35,0.375,0.375,0.375,0.375,0.375,0.4,0.525,0.6,0.65,0.75,0.875,0.95,0.95,1.0,1.0,0.5523740046246971,0.1875,0.21052631578947367,0.30000000000000004,0.35,0.375,0.375,0.375,0.375,0.375,0.4,0.525,0.6,0.65,0.75,0.875,0.9259259259259258,0.846153846153846,1.0,1,0.5565789473684211
IBk_SensitiveThreshold_4.csv,IBk,none,none,SensitiveThreshold,0.2,0.24444444444444444,0.26666666666666666,0.3333333333333333,0.4,0.4444444444444444,0.5777777777777777,0.6444444444444445,0.6666666666666666,0.7111111111111111,0.7555555555555555,0.8,0.9333333333333333,0.9555555555555556,1.0,1.0,1.0,1.0,1.0,0.6849644436293986,0.25714285714285723,0.2682926829268293,0.2666666666666666,0.33333333333333326,0.4,0.4444444444444444,0.5777777777777777,0.6444444444444445,0.6666666666666666,0.7111111111111111,0.7555555555555555,0.8,0.9333333333333333,0.9555555555555556,1.0,1.0,1.0,1.0,1,0.6807017543859649
IBk_SMOTE_1.csv,IBk,none,SMOTE,none,0.08333333333333333,0.16666666666666666,0.23333333333333334,0.31666666666666665,0.38333333333333336,0.43333333333333335,0.45,0.5666666666666667,0.6333333333333333,0.7,0.8333333333333334,0.9,0.95,1.0,1.0,1.0,1.0,1.0,1.0,0.6752249172278557,0.1351351351351352,0.2222222222222222,0.27450980392156854,0.34545454545454546,0.38983050847457634,0.43333333333333335,0.44999999999999996,0.5666666666666667,0.6333333333333333,0.7,0.8333333333333334,0.9,0.9454545454545454,1.0,1.0,1.0,1.0,1.0,1,0.6657894736842106
IBk_SMOTE_2.csv,IBk,none,SMOTE,none,0.1702127659574468,0.2553191489361702,0.3404255319148936,0.40425531914893614,0.425531914893617,0.425531914893617,0.425531914893617,0.425531914893617,0.44680851063829785,0.44680851063829785,0.48936170212765956,0.5531914893617021,0.6382978723404256,0.7872340425531915,0.851063829787234,0.8936170212765957,1.0,1.0,1.0,0.574618858368282,0.25,0.30000000000000004,0.3555555555555555,0.4042553191489362,0.42553191489361697,0.42553191489361697,0.42553191489361697,0.42553191489361697,0.44680851063829785,0.44680851063829785,0.4893617021276595,0.5531914893617021,0.6382978723404256,0.7872340425531915,0.7941176470588235,0.7499999999999999,1.0,1.0,1,0.5778275475923852
IBk_SMOTE_3.csv,IBk,none,SMOTE,none,0.175,0.25,0.3,0.4,0.425,0.425,0.425,0.425,0.425,0.45,0.55,0.625,0.65,0.75,0.875,0.95,0.95,1.0,1.0,0.5778414561482429,0.21875,0.26315789473684215,0.30000000000000004,0.4,0.42500000000000004,0.42500000000000004,0.42500000000000004,0.42500000000000004,0.42500000000000004,0.44999999999999996,0.55,0.625,0.65,0.75,0.875,0.9259259259259258,0.846153846153846,1.0,1,0.581578947368421
IBk_SMOTE_4.csv,IBk,none,SMOTE,none,0.15555555555555556,0.2222222222222222,0.26666666666666666,0.3333333333333333,0.37777777777777777,0.4222222222222222,0.5555555555555556,0.6444444444444445,0.6666666666666666,0.7111111111111111,0.7555555555555555,0.8,0.9111111111111111,0.9555555555555556,1.0,1.0,1.0,1.0,1.0,0.67599486521181,0.19999999999999996,0.24390243902439024,0.2666666666666666,0.33333333333333326,0.37777777777777777,0.4222222222222223,0.5555555555555556,0.6444444444444445,0.6666666666666666,0.7111111111111111,0.7555555555555555,0.8,0.9111111111111111,0.9555555555555556,1.0,1.0,1.0,1.0,1,0.672514619883041
NaiveBayes_1.csv,NaiveBayes,none,none,none,0.016666666666666666,0.1,0.15,0.26666666666666666,0.4,0.45,0.5666666666666667,0.65,0.7,0.8,0.8666666666666667,0.9166666666666666,0.9833333333333333,0.9833333333333333,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0,0.6688442433706642,0.027027027027027084,0.1333333333333333,0.17647058823529416,0.290909090909091,0.4067796610169492,0.44999999999999996,0.5666666666666667,0.65,0.7,0.8,0.8666666666666667,0.9166666666666666,0.9818181818181818,0.9696969696969696,0.9545454545454544,0.9285714285714284,0.8888888888888886,1.0,1,0.6736842105263158
NaiveBayes_2.csv,NaiveBayes,none,none,none,0.06382978723404255,0.0851063829787234,0.19148936170212766,0.23404255319148937,0.2553191489361702,0.2553191489361702,0.2553191489361702,0.2553191489361702,0.2553191489361702,0.3404255319148936,0.46808510638297873,0.574468085106383,0.6382978723404256,0.6595744680851063,0.7021276595744681,0.7659574468085106,0.8723404255319149,0.9574468085106383,1.0,0.40410632159817,0.09375,0.09999999999999998,0.20000000000000007,0.23404255319148937,0.25531914893617014,0.25531914893617014,0.25531914893617014,0.25531914893617014,0.25531914893617014,0.34042553191489366,0.46808510638297873,0.574468085106383,0.6382978723404256,0.6595744680851063,0.588235294117647,0.44999999999999996,0.4545454545454547,0.6000000000000006,1,0.4647256438969764
NaiveBayes_3.csv,NaiveBayes,none,none,none,0.125,0.2,0.225,0.225,0.225,0.225,0.3,0.425,0.55,0.625,0.725,0.775,0.85,0.925,0.925,0.975,1.0,1.0,1.0,0.5963020673027598,0.15625,0.21052631578947367,0.22499999999999998,0.22499999999999998,0.22499999999999998,0.22499999999999998,0.30000000000000004,0.42500000000000004,0.55,0.625,0.725,0.775,0.85,0.925,0.925,0.9629629629629629,1.0,1.0,1,0.5947368421052631
NaiveBayes_4.csv,NaiveBayes,none,none,none,0.17777777777777778,0.26666666666666666,0.28888888888888886,0.28888888888888886,0.28888888888888886,0.28888888888888886,0.37777777777777777,0.4666666666666667,0.6,0.6666666666666666,0.7111111111111111,0.7777777777777778,0.8666666666666667,0.8888888888888888,0.8888888888888888,0.9333333333333333,0.9777777777777777,1.0,1.0,0.6161834862872982,0.22857142857142865,0.29268292682926833,0.28888888888888886,0.28888888888888886,0.28888888888888886,0.28888888888888886,0.37777777777777777,0.4666666666666667,0.6,0.6666666666666666,0.7111111111111111,0.7777777777777778,0.8666666666666667,0.8888888888888888,0.8888888888888888,0.8695652173913044,0.9166666666666665,1.0,1,0.6187134502923977
NaiveBayes_BestFirst(backward)_1.csv,NaiveBayes,BestFirst(backward),none,none,0.15,0.21666666666666667,0.2833333333333333,0.35,0.38333333333333336,0.43333333333333335,0.48333333333333334,0.5166666666666667,0.5666666666666667,0.6,0.7,0.85,0.95,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,1.0,1.0,0.6429460097167502,0.2432432432432433,0.28888888888888886,0.33333333333333337,0.38181818181818183,0.38983050847457634,0.43333333333333335,0.4833333333333334,0.5166666666666667,0.5666666666666667,0.6,0.7,0.85,0.9454545454545454,0.9393939393939394,0.9090909090909092,0.8571428571428572,0.7777777777777779,1.0,1,0.65
NaiveBayes_BestFirst(backward)_2.csv,NaiveBayes,BestFirst(backward),none,none,0.23404255319148937,0.2765957446808511,0.3191489361702128,0.3617021276595745,0.46808510638297873,0.5106382978723404,0.5957446808510638,0.6382978723404256,0.6808510638297872,0.6808510638297872,0.723404255319149,0.7659574468085106,0.8085106382978723,0.9148936170212766,0.9787234042553191,1.0,1.0,1.0,1.0,0.6906109336231693,0.34375,0.32499999999999996,0.33333333333333337,0.36170212765957444,0.46808510638297873,0.5106382978723404,0.5957446808510638,0.6382978723404256,0.6808510638297872,0.6808510638297872,0.723404255319149,0.7659574468085106,0.8085106382978723,0.9148936170212766,0.9705882352941176,1.0,1.0,1.0,1,0.6819708846584547
NaiveBayes_BestFirst(backward)_3.csv,NaiveBayes,BestFirst(backward),none,none,0.15,0.2,0.25,0.35,0.4,0.425,0.45,0.55,0.625,0.75,0.825,0.9,0.95,1.0,1.0,1.0,1.0,1.0,1.0,0.677527700831025,0.1875,0.21052631578947367,0.25,0.35,0.4,0.42500000000000004,0.44999999999999996,0.55,0.625,0.75,0.825,0.9,0.95,1.0,1.0,1.0,1.0,1.0,1,0.675
NaiveBayes_BestFirst(backward)_4.csv,NaiveBayes,BestFirst(backward),none,none,0.1111111111111111,0.17777777777777778,0.2222222222222222,0.3111111111111111,0.4444444444444444,0.5333333333333333,0.6,0.6888888888888889,0.6888888888888889,0.7555555555555555,0.8222222222222222,0.9111111111111111,0.9333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.6973205371151456,0.1428571428571428,0.19512195121951226,0.2222222222222222,0.3111111111111111,0.4444444444444444,0.5333333333333333,0.6,0.6888888888888889,0.6888888888888889,0.7555555555555555,0.8222222222222222,0.9111111111111111,0.9333333333333333,1.0,1.0,1.0,1.0,1.0,1,0.6947368421052631
NaiveBayes_BestFirst(backward)_SensitiveThreshold_1.csv,NaiveBayes,BestFirst(backward),none,SensitiveThreshold,0.08333333333333333,0.15,0.2,0.26666666666666666,0.3333333333333333,0.36666666666666664,0.45,0.5333333333333333,0.6166666666666667,0.7333333333333333,0.8,0.8333333333333334,0.95,0.9833333333333333,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0,0.6432006323699665,0.1351351351351352,0.20000000000000007,0.23529411764705888,0.290909090909091,0.3389830508474577,0.3666666666666667,0.44999999999999996,0.5333333333333333,0.6166666666666667,0.7333333333333333,0.8,0.8333333333333334,0.9454545454545454,0.9696969696969696,0.9545454545454544,0.9285714285714284,0.8888888888888886,1.0,1,0.644736842105263
NaiveBayes_BestFirst(backward)_SensitiveThreshold_2.csv,NaiveBayes,BestFirst(backward),none,SensitiveThreshold,0.1702127659574468,0.2765957446808511,0.3404255319148936,0.425531914893617,0.44680851063829785,0.48936170212765956,0.5531914893617021,0.5957446808510638,0.6382978723404256,0.7446808510638298,0.7872340425531915,0.851063829787234,0.9361702127659575,1.0,1.0,1.0,1.0,1.0,1.0,0.7051916137862387,0.25,0.32499999999999996,0.3555555555555555,0.42553191489361697,0.44680851063829785,0.4893617021276595,0.5531914893617021,0.5957446808510638,0.6382978723404256,0.7446808510638298,0.7872340425531915,0.851063829787234,0.9361702127659575,1.0,1.0,1.0,1.0,1.0,1,0.6976483762597985
NaiveBayes_BestFirst(backward)_SensitiveThreshold_3.csv,NaiveBayes,BestFirst(backward),none,SensitiveThreshold,0.075,0.125,0.225,0.325,0.375,0.45,0.525,0.65,0.75,0.825,0.875,0.875,0.975,1.0,1.0,1.0,1.0,1.0,1.0,0.6881752077562325,0.09374999999999989,0.13157894736842102,0.22499999999999998,0.32499999999999996,0.375,0.44999999999999996,0.525,0.65,0.75,0.825,0.875,0.875,0.975,1.0,1.0,1.0,1.0,1.0,1,0.6868421052631579
NaiveBayes_BestFirst(backward)_SensitiveThreshold_4.csv,NaiveBayes,BestFirst(backward),none,SensitiveThreshold,0.1111111111111111,0.2222222222222222,0.26666666666666666,0.35555555555555557,0.37777777777777777,0.4222222222222222,0.5555555555555556,0.6888888888888889,0.7111111111111111,0.8,0.8666666666666667,0.9111111111111111,0.9777777777777777,1.0,1.0,1.0,1.0,1.0,1.0,0.701057521853414,0.1428571428571428,0.24390243902439024,0.2666666666666666,0.3555555555555556,0.37777777777777777,0.4222222222222223,0.5555555555555556,0.6888888888888889,0.7111111111111111,0.8,0.8666666666666667,0.9111111111111111,0.9777777777777777,1.0,1.0,1.0,1.0,1.0,1,0.6982456140350878
NaiveBayes_BestFirst(backward)_SMOTE_1.csv,NaiveBayes,BestFirst(backward),SMOTE,none,0.15,0.21666666666666667,0.2833333333333333,0.36666666666666664,0.4,0.43333333333333335,0.4666666666666667,0.5,0.55,0.6166666666666667,0.75,0.8666666666666667,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,1.0,1.0,0.6184032712578654,0.2432432432432433,0.28888888888888886,0.33333333333333337,0.3999999999999999,0.4067796610169492,0.43333333333333335,0.4666666666666667,0.5,0.55,0.6166666666666667,0.75,0.8666666666666667,0.9272727272727272,0.8787878787878788,0.8181818181818182,0.7142857142857143,0.5555555555555558,1.0,1,0.6456140350877193
NaiveBayes_BestFirst(backward)_SMOTE_2.csv,NaiveBayes,BestFirst(backward),SMOTE,none,0.23404255319148937,0.2765957446808511,0.3191489361702128,0.3829787234042553,0.46808510638297873,0.5531914893617021,0.5957446808510638,0.6382978723404256,0.6595744680851063,0.6595744680851063,0.7021276595744681,0.7659574468085106,0.851063829787234,0.8936170212765957,1.0,1.0,1.0,1.0,1.0,0.6932787420679357,0.34375,0.32499999999999996,0.33333333333333337,0.3829787234042553,0.46808510638297873,0.5531914893617021,0.5957446808510638,0.6382978723404256,0.6595744680851063,0.6595744680851063,0.7021276595744681,0.7659574468085106,0.851063829787234,0.8936170212765957,1.0,1.0,1.0,1.0,1,0.6842105263157895
NaiveBayes_BestFirst(backward)_SMOTE_3.csv,NaiveBayes,BestFirst(backward),SMOTE,none,0.2,0.25,0.35,0.5,0.6,0.675,0.8,0.85,0.925,0.95,0.975,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7967451523545707,0.2499999999999999,0.26315789473684215,0.35,0.5,0.6,0.675,0.8,0.85,0.925,0.95,0.975,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.7934210526315789
NaiveBayes_BestFirst(backward)_SMOTE_4.csv,NaiveBayes,BestFirst(backward),SMOTE,none,0.2,0.26666666666666666,0.35555555555555557,0.4888888888888889,0.6,0.6444444444444445,0.6444444444444445,0.7333333333333333,0.8,0.8888888888888888,0.8888888888888888,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.7611019418464862,0.25714285714285723,0.29268292682926833,0.3555555555555556,0.48888888888888893,0.6,0.6444444444444445,0.6444444444444445,0.7333333333333333,0.8,0.8888888888888888,0.8888888888888888,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,1.0,1.0,1,0.7567251461988305
NaiveBayes_SensitiveThreshold_1.csv,NaiveBayes,none,none,SensitiveThreshold,0.06666666666666667,0.15,0.18333333333333332,0.31666666666666665,0.35,0.5166666666666667,0.5833333333333334,0.65,0.7333333333333333,0.7833333333333333,0.8666666666666667,0.9166666666666666,0.95,0.9833333333333333,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0,0.682228337822083,0.10810810810810811,0.20000000000000007,0.21568627450980393,0.34545454545454546,0.35593220338983056,0.5166666666666667,0.5833333333333334,0.65,0.7333333333333333,0.7833333333333333,0.8666666666666667,0.9166666666666666,0.9454545454545454,0.9696969696969696,0.9545454545454544,0.9285714285714284,0.8888888888888886,1.0,1,0.6842105263157894
