Name, Release, LOC, #Comments, #Revisions, #Auth, #Fix, LOC touched, LOC added, MAX LOC added, AVG LOC added, churn, MAX churn, AVG churn, Buggy
src/java/org/apache/avro/ipc/Requestor.java,1.2.0,230,29,2,1,0,21,10,8,5,1,1,0,NO
src/java/org/apache/avro/ipc/Responder.java,1.2.0,208,31,2,1,0,33,10,8,5,13,13,6,NO
src/java/org/apache/avro/ipc/ResponderServlet.java,1.2.0,55,18,1,1,0,56,56,56,56,56,56,56,NO
src/java/org/apache/avro/ipc/Server.java,1.2.0,29,20,1,1,0,29,29,29,29,29,29,29,NO
src/java/org/apache/avro/ipc/SocketServer.java,1.2.0,110,18,1,1,0,4,2,2,2,0,0,0,NO
src/java/org/apache/avro/ipc/SocketTransceiver.java,1.2.0,96,18,1,1,0,16,9,9,9,2,2,2,NO
src/java/org/apache/avro/ipc/Transceiver.java,1.2.0,42,18,0,0,0,0,0,0,0,0,0,0,NO
src/java/org/apache/avro/reflect/FixedSize.java,1.2.0,36,22,0,0,0,0,0,0,0,0,0,0,NO
src/java/org/apache/avro/reflect/ReflectData.java,1.2.0,356,47,2,1,0,91,71,70,35,51,50,25,YES
src/java/org/apache/avro/reflect/ReflectDatumReader.java,1.2.0,100,22,1,1,0,31,7,7,7,17,17,17,YES
src/java/org/apache/avro/reflect/ReflectDatumWriter.java,1.2.0,73,21,1,1,0,8,8,8,8,8,8,8,YES
src/java/org/apache/avro/reflect/ReflectRequestor.java,1.2.0,111,21,1,1,0,4,1,1,1,2,2,2,NO
src/java/org/apache/avro/reflect/ReflectResponder.java,1.2.0,99,21,1,1,0,33,2,2,2,29,29,29,YES
src/java/org/apache/avro/specific/ProtocolTask.java,1.2.0,79,22,1,1,0,32,3,3,3,26,26,26,NO
src/java/org/apache/avro/specific/SchemaTask.java,1.2.0,28,18,1,1,0,4,2,2,2,0,0,0,NO
src/java/org/apache/avro/specific/SpecificCompiler.java,1.2.0,309,31,3,2,2,332,177,174,59,22,21,7,YES
src/java/org/apache/avro/specific/SpecificData.java,1.2.0,94,19,1,1,0,29,28,28,28,27,27,27,YES
src/java/org/apache/avro/specific/SpecificDatumReader.java,1.2.0,45,18,1,1,0,14,6,6,6,2,2,2,YES
src/java/org/apache/avro/specific/SpecificDatumWriter.java,1.2.0,39,18,1,1,0,8,6,6,6,4,4,4,NO
src/java/org/apache/avro/specific/SpecificExceptionBase.java,1.2.0,40,18,0,0,0,0,0,0,0,0,0,0,YES
src/java/org/apache/avro/specific/SpecificFixed.java,1.2.0,28,18,0,0,0,0,0,0,0,0,0,0,NO
src/java/org/apache/avro/specific/SpecificRecord.java,1.2.0,27,19,0,0,0,0,0,0,0,0,0,0,NO
src/java/org/apache/avro/specific/SpecificRecordBase.java,1.2.0,71,18,0,0,0,0,0,0,0,0,0,0,YES
src/java/org/apache/avro/specific/SpecificRequestor.java,1.2.0,80,21,1,1,0,2,1,1,1,0,0,0,NO
src/java/org/apache/avro/specific/SpecificResponder.java,1.2.0,40,18,1,1,0,2,1,1,1,0,0,0,YES
