Iteration,%TrainingInstances,Classifier,Feature Selection,Sampling,Cost Sensitive,Precision,Recall,AUC,Kappa,TP,FP,TN,FN
1,63.768115942028984,RandomForest,none,none,none,NaN,0.0,0.7166666666666667,0.0,0.0,0.0,60.0,15.0
1,63.768115942028984,IBk,none,none,none,0.5,0.13333333333333333,0.5572222222222222,0.13793103448275876,2.0,2.0,58.0,13.0
1,63.768115942028984,NaiveBayes,none,none,none,NaN,0.0,0.6055555555555555,0.0,0.0,0.0,60.0,15.0
1,63.768115942028984,RandomForest,BestFirst(backward),none,none,NaN,0.0,0.6955555555555556,0.0,0.0,0.0,60.0,15.0
1,63.768115942028984,IBk,BestFirst(backward),none,none,NaN,0.0,0.6955555555555556,0.0,0.0,0.0,60.0,15.0
1,63.768115942028984,NaiveBayes,BestFirst(backward),none,none,NaN,0.0,0.3566666666666667,0.0,0.0,0.0,60.0,15.0
1,63.768115942028984,RandomForest,none,SMOTE,none,0.0,0.0,0.7088888888888889,-0.09195402298850568,0.0,4.0,56.0,15.0
1,63.768115942028984,IBk,none,SMOTE,none,0.6,0.2,0.59,0.22222222222222227,3.0,2.0,58.0,12.0
1,63.768115942028984,NaiveBayes,none,SMOTE,none,NaN,0.0,0.6783333333333333,0.0,0.0,0.0,60.0,15.0
1,63.768115942028984,RandomForest,none,none,Sensitive Threshold,0.16666666666666666,0.06666666666666667,0.7772222222222223,-0.02150537634408589,1.0,5.0,55.0,14.0
1,63.768115942028984,IBk,none,none,Sensitive Threshold,0.5,0.13333333333333333,0.5572222222222222,0.13793103448275876,2.0,2.0,58.0,13.0
1,63.768115942028984,NaiveBayes,none,none,Sensitive Threshold,NaN,0.0,0.6055555555555555,0.0,0.0,0.0,60.0,15.0
1,63.768115942028984,RandomForest,BestFirst(backward),SMOTE,none,0.0,0.0,0.6505555555555556,-0.049382716049382935,0.0,2.0,58.0,15.0
1,63.768115942028984,IBk,BestFirst(backward),SMOTE,none,0.3333333333333333,0.06666666666666667,0.5244444444444445,0.04761904761904734,1.0,2.0,58.0,14.0
1,63.768115942028984,NaiveBayes,BestFirst(backward),SMOTE,none,NaN,0.0,0.5527777777777778,0.0,0.0,0.0,60.0,15.0
1,63.768115942028984,RandomForest,BestFirst(backward),none,Sensitive Threshold,0.4444444444444444,0.26666666666666666,0.6955555555555556,0.21568627450980382,4.0,5.0,55.0,11.0
1,63.768115942028984,IBk,BestFirst(backward),none,Sensitive Threshold,0.4444444444444444,0.26666666666666666,0.6955555555555556,0.21568627450980382,4.0,5.0,55.0,11.0
1,63.768115942028984,NaiveBayes,BestFirst(backward),none,Sensitive Threshold,0.08333333333333333,0.2,0.3566666666666667,-0.22950819672131145,3.0,33.0,27.0,12.0
2,50.61124694376528,RandomForest,none,none,none,0.038461538461538464,0.5,0.82375,0.05403458213256509,1.0,25.0,175.0,1.0
2,50.61124694376528,IBk,none,none,none,0.0,0.0,0.465,-0.018242918867018995,0.0,19.0,181.0,2.0
2,50.61124694376528,NaiveBayes,none,none,none,0.10526315789473684,1.0,0.97,0.1757081132981277,2.0,17.0,183.0,0.0
2,50.61124694376528,RandomForest,BestFirst(backward),none,none,0.029411764705882353,0.5,0.7525,0.03755605381165868,1.0,33.0,167.0,1.0
2,50.61124694376528,IBk,BestFirst(backward),none,none,0.02857142857142857,0.5,0.68375,0.0359967275702206,1.0,34.0,166.0,1.0
2,50.61124694376528,NaiveBayes,BestFirst(backward),none,none,0.07692307692307693,1.0,0.9525,0.12680115273775244,2.0,24.0,176.0,0.0
2,50.61124694376528,RandomForest,none,SMOTE,none,0.02702702702702703,0.5,0.78,0.033117723156532546,1.0,36.0,164.0,1.0
2,50.61124694376528,IBk,none,SMOTE,none,0.0,0.0,0.465,-0.018242918867018995,0.0,19.0,181.0,2.0
2,50.61124694376528,NaiveBayes,none,SMOTE,none,0.125,1.0,0.9575,0.20828667413213983,2.0,14.0,186.0,0.0
2,50.61124694376528,RandomForest,none,none,Sensitive Threshold,0.02631578947368421,1.0,0.8275,0.03261713694020197,2.0,74.0,126.0,0.0
2,50.61124694376528,IBk,none,none,Sensitive Threshold,0.0,0.0,0.465,-0.018242918867018995,0.0,19.0,181.0,2.0
2,50.61124694376528,NaiveBayes,none,none,Sensitive Threshold,0.07407407407407407,1.0,0.97,0.12173913043478245,2.0,25.0,175.0,0.0
2,50.61124694376528,RandomForest,BestFirst(backward),SMOTE,none,0.05,1.0,0.9175,0.07784718885151391,2.0,38.0,162.0,0.0
2,50.61124694376528,IBk,BestFirst(backward),SMOTE,none,0.023809523809523808,0.5,0.6575,0.02706422018348625,1.0,41.0,159.0,1.0
2,50.61124694376528,NaiveBayes,BestFirst(backward),SMOTE,none,0.06060606060606061,1.0,0.95,0.09743441914096274,2.0,31.0,169.0,0.0
2,50.61124694376528,RandomForest,BestFirst(backward),none,Sensitive Threshold,0.025974025974025976,1.0,0.84625,0.031948881789137254,2.0,75.0,125.0,0.0
2,50.61124694376528,IBk,BestFirst(backward),none,Sensitive Threshold,0.02857142857142857,0.5,0.68375,0.0359967275702206,1.0,34.0,166.0,1.0
2,50.61124694376528,NaiveBayes,BestFirst(backward),none,Sensitive Threshold,0.05,1.0,0.9525,0.07784718885151391,2.0,38.0,162.0,0.0
2,50.61124694376528,RandomForest,none,none,none,0.038461538461538464,0.5,0.82375,0.05403458213256509,1.0,25.0,175.0,1.0
2,50.61124694376528,IBk,none,none,none,0.0,0.0,0.465,-0.018242918867018995,0.0,19.0,181.0,2.0
2,50.61124694376528,NaiveBayes,none,none,none,0.10526315789473684,1.0,0.97,0.1757081132981277,2.0,17.0,183.0,0.0
2,50.61124694376528,RandomForest,BestFirst(backward),none,none,0.029411764705882353,0.5,0.7525,0.03755605381165868,1.0,33.0,167.0,1.0
2,50.61124694376528,IBk,BestFirst(backward),none,none,0.02857142857142857,0.5,0.68375,0.0359967275702206,1.0,34.0,166.0,1.0
2,50.61124694376528,NaiveBayes,BestFirst(backward),none,none,0.07692307692307693,1.0,0.9525,0.12680115273775244,2.0,24.0,176.0,0.0
2,50.61124694376528,RandomForest,none,SMOTE,none,0.02702702702702703,0.5,0.78,0.033117723156532546,1.0,36.0,164.0,1.0
2,50.61124694376528,IBk,none,SMOTE,none,0.0,0.0,0.465,-0.018242918867018995,0.0,19.0,181.0,2.0
2,50.61124694376528,NaiveBayes,none,SMOTE,none,0.125,1.0,0.9575,0.20828667413213983,2.0,14.0,186.0,0.0
2,50.61124694376528,RandomForest,none,none,Sensitive Threshold,0.02631578947368421,1.0,0.8275,0.03261713694020197,2.0,74.0,126.0,0.0
2,50.61124694376528,IBk,none,none,Sensitive Threshold,0.0,0.0,0.465,-0.018242918867018995,0.0,19.0,181.0,2.0
2,50.61124694376528,NaiveBayes,none,none,Sensitive Threshold,0.07407407407407407,1.0,0.97,0.12173913043478245,2.0,25.0,175.0,0.0
2,50.61124694376528,RandomForest,BestFirst(backward),SMOTE,none,0.05,1.0,0.9175,0.07784718885151391,2.0,38.0,162.0,0.0
2,50.61124694376528,IBk,BestFirst(backward),SMOTE,none,0.023809523809523808,0.5,0.6575,0.02706422018348625,1.0,41.0,159.0,1.0
2,50.61124694376528,NaiveBayes,BestFirst(backward),SMOTE,none,0.06060606060606061,1.0,0.95,0.09743441914096274,2.0,31.0,169.0,0.0
2,50.61124694376528,RandomForest,BestFirst(backward),none,Sensitive Threshold,0.025974025974025976,1.0,0.84625,0.031948881789137254,2.0,75.0,125.0,0.0
2,50.61124694376528,IBk,BestFirst(backward),none,Sensitive Threshold,0.02857142857142857,0.5,0.68375,0.0359967275702206,1.0,34.0,166.0,1.0
2,50.61124694376528,NaiveBayes,BestFirst(backward),none,Sensitive Threshold,0.05,1.0,0.9525,0.07784718885151391,2.0,38.0,162.0,0.0
3,79.57198443579766,RandomForest,none,none,none,0.5,0.3333333333333333,0.6405228758169934,0.38596491228070157,1.0,1.0,101.0,2.0
3,79.57198443579766,IBk,none,none,none,0.14285714285714285,0.3333333333333333,0.7712418300653595,0.16666666666666707,1.0,6.0,96.0,2.0
3,79.57198443579766,NaiveBayes,none,none,none,NaN,0.0,0.6568627450980392,0.0,0.0,0.0,102.0,3.0
3,79.57198443579766,RandomForest,BestFirst(backward),none,none,0.0,0.0,0.8202614379084967,-0.033755274261603206,0.0,4.0,98.0,3.0
3,79.57198443579766,IBk,BestFirst(backward),none,none,0.0,0.0,0.6862745098039216,-0.04166666666666677,0.0,7.0,95.0,3.0
3,79.57198443579766,NaiveBayes,BestFirst(backward),none,none,0.0,0.0,0.934640522875817,-0.02339181286549815,0.0,2.0,100.0,3.0
3,79.57198443579766,RandomForest,none,SMOTE,none,0.5,0.3333333333333333,0.4934640522875817,0.38596491228070157,1.0,1.0,101.0,2.0
3,79.57198443579766,IBk,none,SMOTE,none,0.14285714285714285,0.3333333333333333,0.7712418300653595,0.16666666666666707,1.0,6.0,96.0,2.0
3,79.57198443579766,NaiveBayes,none,SMOTE,none,NaN,0.0,0.39869281045751637,0.0,0.0,0.0,102.0,3.0
3,79.57198443579766,RandomForest,none,none,Sensitive Threshold,0.1,0.3333333333333333,0.5408496732026143,0.11494252873563233,1.0,9.0,93.0,2.0
3,79.57198443579766,IBk,none,none,Sensitive Threshold,0.1111111111111111,0.3333333333333333,0.7712418300653595,0.12935323383084565,1.0,8.0,94.0,2.0
3,79.57198443579766,NaiveBayes,none,none,Sensitive Threshold,NaN,0.0,0.6568627450980392,0.0,0.0,0.0,102.0,3.0
3,79.57198443579766,RandomForest,BestFirst(backward),SMOTE,none,0.16666666666666666,0.3333333333333333,0.6405228758169934,0.1914191419141915,1.0,5.0,97.0,2.0
3,79.57198443579766,IBk,BestFirst(backward),SMOTE,none,0.125,0.3333333333333333,0.7761437908496732,0.14634146341463372,1.0,7.0,95.0,2.0
3,79.57198443579766,NaiveBayes,BestFirst(backward),SMOTE,none,0.0,0.0,0.8790849673202614,-0.02339181286549815,0.0,2.0,100.0,3.0
3,79.57198443579766,RandomForest,BestFirst(backward),none,Sensitive Threshold,0.09090909090909091,0.3333333333333333,0.6813725490196079,0.10256410256410207,1.0,10.0,92.0,2.0
3,79.57198443579766,IBk,BestFirst(backward),none,Sensitive Threshold,0.0,0.0,0.6862745098039216,-0.04477611940298562,0.0,9.0,93.0,3.0
3,79.57198443579766,NaiveBayes,BestFirst(backward),none,Sensitive Threshold,0.125,0.3333333333333333,0.934640522875817,0.14634146341463372,1.0,7.0,95.0,2.0
3,79.57198443579766,RandomForest,none,none,none,0.5,0.3333333333333333,0.6405228758169934,0.38596491228070157,1.0,1.0,101.0,2.0
3,79.57198443579766,IBk,none,none,none,0.14285714285714285,0.3333333333333333,0.7712418300653595,0.16666666666666707,1.0,6.0,96.0,2.0
3,79.57198443579766,NaiveBayes,none,none,none,NaN,0.0,0.6568627450980392,0.0,0.0,0.0,102.0,3.0
3,79.57198443579766,RandomForest,BestFirst(backward),none,none,0.0,0.0,0.8202614379084967,-0.033755274261603206,0.0,4.0,98.0,3.0
3,79.57198443579766,IBk,BestFirst(backward),none,none,0.0,0.0,0.6862745098039216,-0.04166666666666677,0.0,7.0,95.0,3.0
3,79.57198443579766,NaiveBayes,BestFirst(backward),none,none,0.0,0.0,0.934640522875817,-0.02339181286549815,0.0,2.0,100.0,3.0
3,79.57198443579766,RandomForest,none,SMOTE,none,0.5,0.3333333333333333,0.4934640522875817,0.38596491228070157,1.0,1.0,101.0,2.0
3,79.57198443579766,IBk,none,SMOTE,none,0.14285714285714285,0.3333333333333333,0.7712418300653595,0.16666666666666707,1.0,6.0,96.0,2.0
3,79.57198443579766,NaiveBayes,none,SMOTE,none,NaN,0.0,0.39869281045751637,0.0,0.0,0.0,102.0,3.0
3,79.57198443579766,RandomForest,none,none,Sensitive Threshold,0.1,0.3333333333333333,0.5408496732026143,0.11494252873563233,1.0,9.0,93.0,2.0
3,79.57198443579766,IBk,none,none,Sensitive Threshold,0.1111111111111111,0.3333333333333333,0.7712418300653595,0.12935323383084565,1.0,8.0,94.0,2.0
3,79.57198443579766,NaiveBayes,none,none,Sensitive Threshold,NaN,0.0,0.6568627450980392,0.0,0.0,0.0,102.0,3.0
3,79.57198443579766,RandomForest,BestFirst(backward),SMOTE,none,0.16666666666666666,0.3333333333333333,0.6405228758169934,0.1914191419141915,1.0,5.0,97.0,2.0
3,79.57198443579766,IBk,BestFirst(backward),SMOTE,none,0.125,0.3333333333333333,0.7761437908496732,0.14634146341463372,1.0,7.0,95.0,2.0
3,79.57198443579766,NaiveBayes,BestFirst(backward),SMOTE,none,0.0,0.0,0.8790849673202614,-0.02339181286549815,0.0,2.0,100.0,3.0
3,79.57198443579766,RandomForest,BestFirst(backward),none,Sensitive Threshold,0.09090909090909091,0.3333333333333333,0.6813725490196079,0.10256410256410207,1.0,10.0,92.0,2.0
3,79.57198443579766,IBk,BestFirst(backward),none,Sensitive Threshold,0.0,0.0,0.6862745098039216,-0.04477611940298562,0.0,9.0,93.0,3.0
3,79.57198443579766,NaiveBayes,BestFirst(backward),none,Sensitive Threshold,0.125,0.3333333333333333,0.934640522875817,0.14634146341463372,1.0,7.0,95.0,2.0
3,79.57198443579766,RandomForest,none,none,none,0.5,0.3333333333333333,0.6405228758169934,0.38596491228070157,1.0,1.0,101.0,2.0
3,79.57198443579766,IBk,none,none,none,0.14285714285714285,0.3333333333333333,0.7712418300653595,0.16666666666666707,1.0,6.0,96.0,2.0
3,79.57198443579766,NaiveBayes,none,none,none,NaN,0.0,0.6568627450980392,0.0,0.0,0.0,102.0,3.0
3,79.57198443579766,RandomForest,BestFirst(backward),none,none,0.0,0.0,0.8202614379084967,-0.033755274261603206,0.0,4.0,98.0,3.0
3,79.57198443579766,IBk,BestFirst(backward),none,none,0.0,0.0,0.6862745098039216,-0.04166666666666677,0.0,7.0,95.0,3.0
3,79.57198443579766,NaiveBayes,BestFirst(backward),none,none,0.0,0.0,0.934640522875817,-0.02339181286549815,0.0,2.0,100.0,3.0
3,79.57198443579766,RandomForest,none,SMOTE,none,0.5,0.3333333333333333,0.4934640522875817,0.38596491228070157,1.0,1.0,101.0,2.0
3,79.57198443579766,IBk,none,SMOTE,none,0.14285714285714285,0.3333333333333333,0.7712418300653595,0.16666666666666707,1.0,6.0,96.0,2.0
3,79.57198443579766,NaiveBayes,none,SMOTE,none,NaN,0.0,0.39869281045751637,0.0,0.0,0.0,102.0,3.0
3,79.57198443579766,RandomForest,none,none,Sensitive Threshold,0.1,0.3333333333333333,0.5408496732026143,0.11494252873563233,1.0,9.0,93.0,2.0
3,79.57198443579766,IBk,none,none,Sensitive Threshold,0.1111111111111111,0.3333333333333333,0.7712418300653595,0.12935323383084565,1.0,8.0,94.0,2.0
3,79.57198443579766,NaiveBayes,none,none,Sensitive Threshold,NaN,0.0,0.6568627450980392,0.0,0.0,0.0,102.0,3.0
3,79.57198443579766,RandomForest,BestFirst(backward),SMOTE,none,0.16666666666666666,0.3333333333333333,0.6405228758169934,0.1914191419141915,1.0,5.0,97.0,2.0
3,79.57198443579766,IBk,BestFirst(backward),SMOTE,none,0.125,0.3333333333333333,0.7761437908496732,0.14634146341463372,1.0,7.0,95.0,2.0
3,79.57198443579766,NaiveBayes,BestFirst(backward),SMOTE,none,0.0,0.0,0.8790849673202614,-0.02339181286549815,0.0,2.0,100.0,3.0
3,79.57198443579766,RandomForest,BestFirst(backward),none,Sensitive Threshold,0.09090909090909091,0.3333333333333333,0.6813725490196079,0.10256410256410207,1.0,10.0,92.0,2.0
3,79.57198443579766,IBk,BestFirst(backward),none,Sensitive Threshold,0.0,0.0,0.6862745098039216,-0.04477611940298562,0.0,9.0,93.0,3.0
3,79.57198443579766,NaiveBayes,BestFirst(backward),none,Sensitive Threshold,0.125,0.3333333333333333,0.934640522875817,0.14634146341463372,1.0,7.0,95.0,2.0
4,83.03715670436188,RandomForest,none,none,none,NaN,0.0,0.5945839874411303,0.0,0.0,0.0,91.0,14.0
4,83.03715670436188,IBk,none,none,none,1.0,0.14285714285714285,0.631083202511774,0.22413793103448232,2.0,0.0,91.0,12.0
4,83.03715670436188,NaiveBayes,none,none,none,NaN,0.0,0.49921507064364207,0.0,0.0,0.0,91.0,14.0
4,83.03715670436188,RandomForest,BestFirst(backward),none,none,NaN,0.0,0.4642857142857143,0.0,0.0,0.0,91.0,14.0
4,83.03715670436188,IBk,BestFirst(backward),none,none,NaN,0.0,0.4642857142857143,0.0,0.0,0.0,91.0,14.0
4,83.03715670436188,NaiveBayes,BestFirst(backward),none,none,NaN,0.0,0.4642857142857143,0.0,0.0,0.0,91.0,14.0
4,83.03715670436188,RandomForest,none,SMOTE,none,1.0,0.07142857142857142,0.6149921507064364,0.11764705882352917,1.0,0.0,91.0,13.0
4,83.03715670436188,IBk,none,SMOTE,none,1.0,0.14285714285714285,0.631083202511774,0.22413793103448232,2.0,0.0,91.0,12.0
4,83.03715670436188,NaiveBayes,none,SMOTE,none,NaN,0.0,0.4744897959183674,0.0,0.0,0.0,91.0,14.0
4,83.03715670436188,RandomForest,none,none,Sensitive Threshold,0.6666666666666666,0.14285714285714285,0.6079277864992151,0.19753086419753063,2.0,1.0,90.0,12.0
4,83.03715670436188,IBk,none,none,Sensitive Threshold,0.6666666666666666,0.14285714285714285,0.631083202511774,0.19753086419753063,2.0,1.0,90.0,12.0
4,83.03715670436188,NaiveBayes,none,none,Sensitive Threshold,NaN,0.0,0.49921507064364207,0.0,0.0,0.0,91.0,14.0
4,83.03715670436188,RandomForest,BestFirst(backward),SMOTE,none,1.0,0.14285714285714285,0.6200941915227629,0.22413793103448232,2.0,0.0,91.0,12.0
4,83.03715670436188,IBk,BestFirst(backward),SMOTE,none,1.0,0.14285714285714285,0.631083202511774,0.22413793103448232,2.0,0.0,91.0,12.0
4,83.03715670436188,NaiveBayes,BestFirst(backward),SMOTE,none,NaN,0.0,0.4744897959183674,0.0,0.0,0.0,91.0,14.0
4,83.03715670436188,RandomForest,BestFirst(backward),none,Sensitive Threshold,NaN,0.0,0.4642857142857143,0.0,0.0,0.0,91.0,14.0
4,83.03715670436188,IBk,BestFirst(backward),none,Sensitive Threshold,NaN,0.0,0.4642857142857143,0.0,0.0,0.0,91.0,14.0
4,83.03715670436188,NaiveBayes,BestFirst(backward),none,Sensitive Threshold,NaN,0.0,0.4642857142857143,0.0,0.0,0.0,91.0,14.0
4,83.03715670436188,RandomForest,none,none,none,NaN,0.0,0.5945839874411303,0.0,0.0,0.0,91.0,14.0
4,83.03715670436188,IBk,none,none,none,1.0,0.14285714285714285,0.631083202511774,0.22413793103448232,2.0,0.0,91.0,12.0
4,83.03715670436188,NaiveBayes,none,none,none,NaN,0.0,0.49921507064364207,0.0,0.0,0.0,91.0,14.0
4,83.03715670436188,RandomForest,BestFirst(backward),none,none,NaN,0.0,0.4642857142857143,0.0,0.0,0.0,91.0,14.0
4,83.03715670436188,IBk,BestFirst(backward),none,none,NaN,0.0,0.4642857142857143,0.0,0.0,0.0,91.0,14.0
4,83.03715670436188,NaiveBayes,BestFirst(backward),none,none,NaN,0.0,0.4642857142857143,0.0,0.0,0.0,91.0,14.0
4,83.03715670436188,RandomForest,none,SMOTE,none,1.0,0.07142857142857142,0.6149921507064364,0.11764705882352917,1.0,0.0,91.0,13.0
4,83.03715670436188,IBk,none,SMOTE,none,1.0,0.14285714285714285,0.631083202511774,0.22413793103448232,2.0,0.0,91.0,12.0
4,83.03715670436188,NaiveBayes,none,SMOTE,none,NaN,0.0,0.4744897959183674,0.0,0.0,0.0,91.0,14.0
4,83.03715670436188,RandomForest,none,none,Sensitive Threshold,0.6666666666666666,0.14285714285714285,0.6079277864992151,0.19753086419753063,2.0,1.0,90.0,12.0
4,83.03715670436188,IBk,none,none,Sensitive Threshold,0.6666666666666666,0.14285714285714285,0.631083202511774,0.19753086419753063,2.0,1.0,90.0,12.0
4,83.03715670436188,NaiveBayes,none,none,Sensitive Threshold,NaN,0.0,0.49921507064364207,0.0,0.0,0.0,91.0,14.0
4,83.03715670436188,RandomForest,BestFirst(backward),SMOTE,none,1.0,0.14285714285714285,0.6200941915227629,0.22413793103448232,2.0,0.0,91.0,12.0
4,83.03715670436188,IBk,BestFirst(backward),SMOTE,none,1.0,0.14285714285714285,0.631083202511774,0.22413793103448232,2.0,0.0,91.0,12.0
4,83.03715670436188,NaiveBayes,BestFirst(backward),SMOTE,none,NaN,0.0,0.4744897959183674,0.0,0.0,0.0,91.0,14.0
4,83.03715670436188,RandomForest,BestFirst(backward),none,Sensitive Threshold,NaN,0.0,0.4642857142857143,0.0,0.0,0.0,91.0,14.0
4,83.03715670436188,IBk,BestFirst(backward),none,Sensitive Threshold,NaN,0.0,0.4642857142857143,0.0,0.0,0.0,91.0,14.0
4,83.03715670436188,NaiveBayes,BestFirst(backward),none,Sensitive Threshold,NaN,0.0,0.4642857142857143,0.0,0.0,0.0,91.0,14.0
4,83.03715670436188,RandomForest,none,none,none,NaN,0.0,0.5945839874411303,0.0,0.0,0.0,91.0,14.0
4,83.03715670436188,IBk,none,none,none,1.0,0.14285714285714285,0.631083202511774,0.22413793103448232,2.0,0.0,91.0,12.0
4,83.03715670436188,NaiveBayes,none,none,none,NaN,0.0,0.49921507064364207,0.0,0.0,0.0,91.0,14.0
4,83.03715670436188,RandomForest,BestFirst(backward),none,none,NaN,0.0,0.4642857142857143,0.0,0.0,0.0,91.0,14.0
4,83.03715670436188,IBk,BestFirst(backward),none,none,NaN,0.0,0.4642857142857143,0.0,0.0,0.0,91.0,14.0
4,83.03715670436188,NaiveBayes,BestFirst(backward),none,none,NaN,0.0,0.4642857142857143,0.0,0.0,0.0,91.0,14.0
4,83.03715670436188,RandomForest,none,SMOTE,none,1.0,0.07142857142857142,0.6149921507064364,0.11764705882352917,1.0,0.0,91.0,13.0
4,83.03715670436188,IBk,none,SMOTE,none,1.0,0.14285714285714285,0.631083202511774,0.22413793103448232,2.0,0.0,91.0,12.0
4,83.03715670436188,NaiveBayes,none,SMOTE,none,NaN,0.0,0.4744897959183674,0.0,0.0,0.0,91.0,14.0
4,83.03715670436188,RandomForest,none,none,Sensitive Threshold,0.6666666666666666,0.14285714285714285,0.6079277864992151,0.19753086419753063,2.0,1.0,90.0,12.0
4,83.03715670436188,IBk,none,none,Sensitive Threshold,0.6666666666666666,0.14285714285714285,0.631083202511774,0.19753086419753063,2.0,1.0,90.0,12.0
4,83.03715670436188,NaiveBayes,none,none,Sensitive Threshold,NaN,0.0,0.49921507064364207,0.0,0.0,0.0,91.0,14.0
4,83.03715670436188,RandomForest,BestFirst(backward),SMOTE,none,1.0,0.14285714285714285,0.6200941915227629,0.22413793103448232,2.0,0.0,91.0,12.0
4,83.03715670436188,IBk,BestFirst(backward),SMOTE,none,1.0,0.14285714285714285,0.631083202511774,0.22413793103448232,2.0,0.0,91.0,12.0
4,83.03715670436188,NaiveBayes,BestFirst(backward),SMOTE,none,NaN,0.0,0.4744897959183674,0.0,0.0,0.0,91.0,14.0
4,83.03715670436188,RandomForest,BestFirst(backward),none,Sensitive Threshold,NaN,0.0,0.4642857142857143,0.0,0.0,0.0,91.0,14.0
4,83.03715670436188,IBk,BestFirst(backward),none,Sensitive Threshold,NaN,0.0,0.4642857142857143,0.0,0.0,0.0,91.0,14.0
4,83.03715670436188,NaiveBayes,BestFirst(backward),none,Sensitive Threshold,NaN,0.0,0.4642857142857143,0.0,0.0,0.0,91.0,14.0
4,83.03715670436188,RandomForest,none,none,none,NaN,0.0,0.5945839874411303,0.0,0.0,0.0,91.0,14.0
4,83.03715670436188,IBk,none,none,none,1.0,0.14285714285714285,0.631083202511774,0.22413793103448232,2.0,0.0,91.0,12.0
4,83.03715670436188,NaiveBayes,none,none,none,NaN,0.0,0.49921507064364207,0.0,0.0,0.0,91.0,14.0
4,83.03715670436188,RandomForest,BestFirst(backward),none,none,NaN,0.0,0.4642857142857143,0.0,0.0,0.0,91.0,14.0
4,83.03715670436188,IBk,BestFirst(backward),none,none,NaN,0.0,0.4642857142857143,0.0,0.0,0.0,91.0,14.0
4,83.03715670436188,NaiveBayes,BestFirst(backward),none,none,NaN,0.0,0.4642857142857143,0.0,0.0,0.0,91.0,14.0
4,83.03715670436188,RandomForest,none,SMOTE,none,1.0,0.07142857142857142,0.6149921507064364,0.11764705882352917,1.0,0.0,91.0,13.0
4,83.03715670436188,IBk,none,SMOTE,none,1.0,0.14285714285714285,0.631083202511774,0.22413793103448232,2.0,0.0,91.0,12.0
4,83.03715670436188,NaiveBayes,none,SMOTE,none,NaN,0.0,0.4744897959183674,0.0,0.0,0.0,91.0,14.0
4,83.03715670436188,RandomForest,none,none,Sensitive Threshold,0.6666666666666666,0.14285714285714285,0.6079277864992151,0.19753086419753063,2.0,1.0,90.0,12.0
4,83.03715670436188,IBk,none,none,Sensitive Threshold,0.6666666666666666,0.14285714285714285,0.631083202511774,0.19753086419753063,2.0,1.0,90.0,12.0
4,83.03715670436188,NaiveBayes,none,none,Sensitive Threshold,NaN,0.0,0.49921507064364207,0.0,0.0,0.0,91.0,14.0
4,83.03715670436188,RandomForest,BestFirst(backward),SMOTE,none,1.0,0.14285714285714285,0.6200941915227629,0.22413793103448232,2.0,0.0,91.0,12.0
4,83.03715670436188,IBk,BestFirst(backward),SMOTE,none,1.0,0.14285714285714285,0.631083202511774,0.22413793103448232,2.0,0.0,91.0,12.0
4,83.03715670436188,NaiveBayes,BestFirst(backward),SMOTE,none,NaN,0.0,0.4744897959183674,0.0,0.0,0.0,91.0,14.0
4,83.03715670436188,RandomForest,BestFirst(backward),none,Sensitive Threshold,NaN,0.0,0.4642857142857143,0.0,0.0,0.0,91.0,14.0
4,83.03715670436188,IBk,BestFirst(backward),none,Sensitive Threshold,NaN,0.0,0.4642857142857143,0.0,0.0,0.0,91.0,14.0
4,83.03715670436188,NaiveBayes,BestFirst(backward),none,Sensitive Threshold,NaN,0.0,0.4642857142857143,0.0,0.0,0.0,91.0,14.0
5,84.33242506811989,RandomForest,none,none,none,0.6666666666666666,0.11764705882352941,0.6536614645858343,0.16287534121929034,2.0,1.0,97.0,15.0
5,84.33242506811989,IBk,none,none,none,0.4,0.11764705882352941,0.7521008403361344,0.12288135593220323,2.0,3.0,95.0,15.0
5,84.33242506811989,NaiveBayes,none,none,none,NaN,0.0,0.5699279711884754,0.0,0.0,0.0,98.0,17.0
5,84.33242506811989,RandomForest,BestFirst(backward),none,none,0.4,0.11764705882352941,0.6245498199279712,0.12288135593220323,2.0,3.0,95.0,15.0
5,84.33242506811989,IBk,BestFirst(backward),none,none,0.6,0.17647058823529413,0.748499399759904,0.22033898305084737,3.0,2.0,96.0,14.0
5,84.33242506811989,NaiveBayes,BestFirst(backward),none,none,0.5,0.058823529411764705,0.7590036014405762,0.07652338214454395,1.0,1.0,97.0,16.0
5,84.33242506811989,RandomForest,none,SMOTE,none,0.5,0.11764705882352941,0.6617647058823529,0.14216761737604175,2.0,2.0,96.0,15.0
5,84.33242506811989,IBk,none,SMOTE,none,0.4,0.11764705882352941,0.7521008403361344,0.12288135593220323,2.0,3.0,95.0,15.0
5,84.33242506811989,NaiveBayes,none,SMOTE,none,NaN,0.0,0.5657262905162065,0.0,0.0,0.0,98.0,17.0
5,84.33242506811989,RandomForest,none,none,Sensitive Threshold,0.4,0.23529411764705882,0.6656662665066027,0.2097649186256778,4.0,6.0,92.0,13.0
5,84.33242506811989,IBk,none,none,Sensitive Threshold,0.3333333333333333,0.11764705882352941,0.7521008403361344,0.10487505120852106,2.0,4.0,94.0,15.0
5,84.33242506811989,NaiveBayes,none,none,Sensitive Threshold,0.0,0.0,0.5699279711884754,-0.01669941060903711,0.0,1.0,97.0,17.0
