Iteration,%TrainingInstances,Classifier,Feature Selection,Sampling,Cost Sensitive,Precision,Recall,AUC,Kappa,TP,FP,TN,FN,Cost
10,88.64059590316573,RandomForest,none,SMOTE,none,0.38461538461538464,0.38461538461538464,0.885972850678733,0.33755656108597315,5.0,8.0,162.0,8.0,88.0
10,88.64059590316573,IBk,none,SMOTE,none,0.3333333333333333,0.5384615384615384,0.9142533936651583,0.3551797040169132,7.0,14.0,156.0,6.0,74.0
10,88.64059590316573,NaiveBayes,none,SMOTE,none,0.3333333333333333,0.07692307692307693,0.7733031674208145,0.10105263157894752,1.0,2.0,168.0,12.0,122.0
10,88.64059590316573,RandomForest,none,none,SensitiveThreshold,0.34615384615384615,0.6923076923076923,0.9040723981900453,0.4052004333694474,9.0,17.0,153.0,4.0,57.0
10,88.64059590316573,IBk,none,none,SensitiveThreshold,0.34615384615384615,0.6923076923076923,0.9124434389140271,0.4052004333694474,9.0,17.0,153.0,4.0,57.0
10,88.64059590316573,NaiveBayes,none,none,SensitiveThreshold,0.4,0.15384615384615385,0.7644796380090497,0.19026548672566396,2.0,3.0,167.0,11.0,113.0
10,88.64059590316573,RandomForest,BestFirst(backward),SMOTE,none,0.1875,0.23076923076923078,0.8572398190045248,0.13943978736454662,3.0,13.0,157.0,10.0,113.0
10,88.64059590316573,IBk,BestFirst(backward),SMOTE,none,0.15,0.23076923076923078,0.8438914027149321,0.10472911759376652,3.0,17.0,153.0,10.0,117.0
10,88.64059590316573,NaiveBayes,BestFirst(backward),SMOTE,none,0.6,0.23076923076923078,0.7667420814479639,0.305941845764855,3.0,2.0,168.0,10.0,102.0
10,88.64059590316573,RandomForest,BestFirst(backward),none,SensitiveThreshold,0.375,0.6923076923076923,0.9147058823529411,0.43435822352367004,9.0,15.0,155.0,4.0,55.0
10,88.64059590316573,IBk,BestFirst(backward),none,SensitiveThreshold,0.36,0.6923076923076923,0.9144796380090497,0.4194162436548223,9.0,16.0,154.0,4.0,56.0
10,88.64059590316573,NaiveBayes,BestFirst(backward),none,SensitiveThreshold,0.4,0.15384615384615385,0.7626696832579185,0.19026548672566396,2.0,3.0,167.0,11.0,113.0
11,89.48832035595106,RandomForest,none,none,none,0.5,0.09523809523809523,0.7688492063492064,0.12903225806451557,2.0,2.0,166.0,19.0,192.0
11,89.48832035595106,IBk,none,none,none,0.375,0.14285714285714285,0.7616213151927438,0.15510204081632625,3.0,5.0,163.0,18.0,185.0
11,89.48832035595106,NaiveBayes,none,none,none,0.75,0.14285714285714285,0.7509920634920635,0.21198156682027594,3.0,1.0,167.0,18.0,181.0
11,89.48832035595106,RandomForest,BestFirst(backward),none,none,0.5,0.14285714285714285,0.828798185941043,0.18181818181818174,3.0,3.0,165.0,18.0,183.0
11,89.48832035595106,IBk,BestFirst(backward),none,none,0.36363636363636365,0.19047619047619047,0.7594954648526077,0.18796992481202987,4.0,7.0,161.0,17.0,177.0
11,89.48832035595106,NaiveBayes,BestFirst(backward),none,none,1.0,0.09523809523809523,0.733985260770975,0.15763546798029524,2.0,0.0,168.0,19.0,190.0
11,89.48832035595106,RandomForest,none,SMOTE,none,0.2857142857142857,0.09523809523809523,0.7789115646258503,0.09243697478991621,2.0,5.0,163.0,19.0,195.0
11,89.48832035595106,IBk,none,SMOTE,none,0.3,0.14285714285714285,0.7514172335600907,0.13127413127413082,3.0,7.0,161.0,18.0,187.0
11,89.48832035595106,NaiveBayes,none,SMOTE,none,0.75,0.14285714285714285,0.762046485260771,0.21198156682027594,3.0,1.0,167.0,18.0,181.0
11,89.48832035595106,RandomForest,none,none,SensitiveThreshold,0.35714285714285715,0.23809523809523808,0.7440476190476191,0.21602787456445968,5.0,9.0,159.0,16.0,169.0
11,89.48832035595106,IBk,none,none,SensitiveThreshold,0.4117647058823529,0.3333333333333333,0.7609126984126984,0.2987012987012986,7.0,10.0,158.0,14.0,150.0
11,89.48832035595106,NaiveBayes,none,none,SensitiveThreshold,0.6,0.14285714285714285,0.7509920634920635,0.1964285714285712,3.0,2.0,166.0,18.0,182.0
11,89.48832035595106,RandomForest,BestFirst(backward),SMOTE,none,0.6,0.2857142857142857,0.7400793650793651,0.3397683397683393,6.0,4.0,164.0,15.0,154.0
11,89.48832035595106,IBk,BestFirst(backward),SMOTE,none,0.5384615384615384,0.3333333333333333,0.7950680272108843,0.35714285714285726,7.0,6.0,162.0,14.0,146.0
11,89.48832035595106,NaiveBayes,BestFirst(backward),SMOTE,none,0.5,0.09523809523809523,0.766298185941043,0.12903225806451557,2.0,2.0,166.0,19.0,192.0
11,89.48832035595106,RandomForest,BestFirst(backward),none,SensitiveThreshold,0.5,0.3333333333333333,0.8241213151927438,0.3414634146341461,7.0,7.0,161.0,14.0,147.0
11,89.48832035595106,IBk,BestFirst(backward),none,SensitiveThreshold,0.3684210526315789,0.3333333333333333,0.7590702947845805,0.27329192546583864,7.0,12.0,156.0,14.0,152.0
11,89.48832035595106,NaiveBayes,BestFirst(backward),none,SensitiveThreshold,0.5,0.19047619047619047,0.733985260770975,0.2285714285714283,4.0,4.0,164.0,17.0,174.0
12,90.32745591939546,RandomForest,none,none,none,0.8,0.2962962962962963,0.7698092031425364,0.3857404021937844,8.0,2.0,163.0,19.0,192.0
12,90.32745591939546,IBk,none,none,none,0.6153846153846154,0.2962962962962963,0.804601571268238,0.33963886500429935,8.0,5.0,160.0,19.0,195.0
12,90.32745591939546,NaiveBayes,none,none,none,0.5,0.037037037037037035,0.7693602693602694,0.050549450549450314,1.0,1.0,164.0,26.0,261.0
12,90.32745591939546,RandomForest,BestFirst(backward),none,none,0.875,0.25925925925925924,0.806060606060606,0.35877862595419835,7.0,1.0,164.0,20.0,201.0
12,90.32745591939546,IBk,BestFirst(backward),none,none,0.5833333333333334,0.25925925925925924,0.7983164983164983,0.29824561403508754,7.0,5.0,160.0,20.0,205.0
12,90.32745591939546,NaiveBayes,BestFirst(backward),none,none,0.6666666666666666,0.07407407407407407,0.7727272727272727,0.10825294748124355,2.0,1.0,164.0,25.0,251.0
12,90.32745591939546,RandomForest,none,SMOTE,none,0.7142857142857143,0.37037037037037035,0.8087542087542088,0.4333895446880269,10.0,4.0,161.0,17.0,174.0
12,90.32745591939546,IBk,none,SMOTE,none,0.6,0.3333333333333333,0.8007856341189674,0.36476426799007444,9.0,6.0,159.0,18.0,186.0
12,90.32745591939546,NaiveBayes,none,SMOTE,none,0.5,0.037037037037037035,0.7815937149270482,0.050549450549450314,1.0,1.0,164.0,26.0,261.0
12,90.32745591939546,RandomForest,none,none,SensitiveThreshold,0.6190476190476191,0.48148148148148145,0.7994388327721661,0.47735708982925,13.0,8.0,157.0,14.0,148.0
12,90.32745591939546,IBk,none,none,SensitiveThreshold,0.631578947368421,0.4444444444444444,0.8047138047138047,0.4588777863182167,12.0,7.0,158.0,15.0,157.0
12,90.32745591939546,NaiveBayes,none,none,SensitiveThreshold,0.6666666666666666,0.07407407407407407,0.7693602693602694,0.10825294748124355,2.0,1.0,164.0,25.0,251.0
12,90.32745591939546,RandomForest,BestFirst(backward),SMOTE,none,0.625,0.18518518518518517,0.7616161616161616,0.23664122137404542,5.0,3.0,162.0,22.0,223.0
12,90.32745591939546,IBk,BestFirst(backward),SMOTE,none,0.5454545454545454,0.2222222222222222,0.7927048260381594,0.2551477170993734,6.0,5.0,160.0,21.0,215.0
12,90.32745591939546,NaiveBayes,BestFirst(backward),SMOTE,none,0.75,0.1111111111111111,0.7772166105499438,0.16317991631799159,3.0,1.0,164.0,24.0,241.0
12,90.32745591939546,RandomForest,BestFirst(backward),none,SensitiveThreshold,0.631578947368421,0.4444444444444444,0.8287317620650954,0.4588777863182167,12.0,7.0,158.0,15.0,157.0
12,90.32745591939546,IBk,BestFirst(backward),none,SensitiveThreshold,0.5882352941176471,0.37037037037037035,0.7984287317620651,0.3880478087649401,10.0,7.0,158.0,17.0,177.0
12,90.32745591939546,NaiveBayes,BestFirst(backward),none,SensitiveThreshold,0.6666666666666666,0.07407407407407407,0.7727272727272727,0.10825294748124355,2.0,1.0,164.0,25.0,251.0
13,90.79248740265689,RandomForest,none,none,none,1.0,0.5,0.925723717623159,0.6404293381037568,11.0,0.0,179.0,11.0,110.0
13,90.79248740265689,IBk,none,none,none,0.7333333333333333,0.5,0.8756983240223464,0.5551128818061088,11.0,4.0,175.0,11.0,114.0
13,90.79248740265689,NaiveBayes,none,none,none,0.4,0.09090909090909091,0.7166074149314373,0.1121567121183017,2.0,3.0,176.0,20.0,203.0
13,90.79248740265689,RandomForest,BestFirst(backward),none,none,0.8571428571428571,0.5454545454545454,0.8415439309294058,0.6356495468277947,12.0,2.0,177.0,10.0,102.0
13,90.79248740265689,IBk,BestFirst(backward),none,none,0.75,0.5454545454545454,0.8807770441848655,0.5941736371502739,12.0,4.0,175.0,10.0,104.0
13,90.79248740265689,NaiveBayes,BestFirst(backward),none,none,0.5,0.09090909090909091,0.7133062468257999,0.12435643564356508,2.0,2.0,177.0,20.0,202.0
13,90.79248740265689,RandomForest,none,SMOTE,none,0.9285714285714286,0.5909090909090909,0.9262315896394109,0.6963746223564954,13.0,1.0,178.0,9.0,91.0
13,90.79248740265689,IBk,none,SMOTE,none,0.6875,0.5,0.8727780599288979,0.5361984424574562,11.0,5.0,174.0,11.0,115.0
13,90.79248740265689,NaiveBayes,none,SMOTE,none,0.3333333333333333,0.09090909090909091,0.7086084306754697,0.10067114093959707,2.0,4.0,175.0,20.0,204.0
13,90.79248740265689,RandomForest,none,none,SensitiveThreshold,0.5909090909090909,0.5909090909090909,0.9102336211274759,0.5406297613001523,13.0,9.0,170.0,9.0,99.0
13,90.79248740265689,IBk,none,none,SensitiveThreshold,0.6111111111111112,0.5,0.8758252920264094,0.5008278145695363,11.0,7.0,172.0,11.0,117.0
13,90.79248740265689,NaiveBayes,none,none,SensitiveThreshold,0.2857142857142857,0.09090909090909091,0.7166074149314373,0.0898387973193263,2.0,5.0,174.0,20.0,205.0
13,90.79248740265689,RandomForest,BestFirst(backward),SMOTE,none,0.75,0.5454545454545454,0.9175977653631285,0.5941736371502739,12.0,4.0,175.0,10.0,104.0
13,90.79248740265689,IBk,BestFirst(backward),SMOTE,none,0.7058823529411765,0.5454545454545454,0.8753174200101574,0.5748131434212382,12.0,5.0,174.0,10.0,105.0
13,90.79248740265689,NaiveBayes,BestFirst(backward),SMOTE,none,0.4,0.18181818181818182,0.7150837988826816,0.19492656875834416,4.0,6.0,173.0,18.0,186.0
13,90.79248740265689,RandomForest,BestFirst(backward),none,SensitiveThreshold,0.5652173913043478,0.5909090909090909,0.8604621635347892,0.5245860824100586,13.0,10.0,169.0,9.0,100.0
13,90.79248740265689,IBk,BestFirst(backward),none,SensitiveThreshold,0.631578947368421,0.5454545454545454,0.8809040121889284,0.5385550303848753,12.0,7.0,172.0,10.0,107.0
13,90.79248740265689,NaiveBayes,BestFirst(backward),none,SensitiveThreshold,0.4444444444444444,0.18181818181818182,0.7133062468257999,0.20771208226221083,4.0,5.0,174.0,18.0,185.0
14,91.54396297854439,RandomForest,none,none,none,0.7692307692307693,0.4,0.8245454545454546,0.4822552947910702,10.0,3.0,173.0,15.0,153.0
14,91.54396297854439,IBk,none,none,none,0.6875,0.44,0.860909090909091,0.4867625319177528,11.0,5.0,171.0,14.0,145.0
14,91.54396297854439,NaiveBayes,none,none,none,1.0,0.08,0.7473863636363637,0.13215693636192927,2.0,0.0,176.0,23.0,230.0
14,91.54396297854439,RandomForest,BestFirst(backward),none,none,0.9166666666666666,0.44,0.8523863636363637,0.5590171127687583,11.0,1.0,175.0,14.0,141.0
14,91.54396297854439,IBk,BestFirst(backward),none,none,0.7222222222222222,0.52,0.8371590909090909,0.5586981790003879,13.0,5.0,171.0,12.0,125.0
14,91.54396297854439,NaiveBayes,BestFirst(backward),none,none,0.4,0.08,0.7244318181818182,0.09584775086505229,2.0,3.0,173.0,23.0,233.0
14,91.54396297854439,RandomForest,none,SMOTE,none,0.6923076923076923,0.36,0.8179545454545455,0.42472810532341165,9.0,4.0,172.0,16.0,164.0
14,91.54396297854439,IBk,none,SMOTE,none,0.6875,0.44,0.8621590909090909,0.4867625319177528,11.0,5.0,171.0,14.0,145.0
14,91.54396297854439,NaiveBayes,none,SMOTE,none,1.0,0.08,0.7523863636363637,0.13215693636192927,2.0,0.0,176.0,23.0,230.0
14,91.54396297854439,RandomForest,none,none,SensitiveThreshold,0.4782608695652174,0.44,0.8448863636363636,0.3850317721816899,11.0,12.0,164.0,14.0,152.0
14,91.54396297854439,IBk,none,none,SensitiveThreshold,0.44,0.44,0.860909090909091,0.36045454545454547,11.0,14.0,162.0,14.0,154.0
14,91.54396297854439,NaiveBayes,none,none,SensitiveThreshold,0.6666666666666666,0.08,0.7473863636363637,0.11938663745892689,2.0,1.0,175.0,23.0,231.0
14,91.54396297854439,RandomForest,BestFirst(backward),SMOTE,none,0.7333333333333333,0.44,0.8545454545454545,0.5037037037037034,11.0,4.0,172.0,14.0,144.0
14,91.54396297854439,IBk,BestFirst(backward),SMOTE,none,0.6875,0.44,0.8621590909090909,0.4867625319177528,11.0,5.0,171.0,14.0,145.0
14,91.54396297854439,NaiveBayes,BestFirst(backward),SMOTE,none,0.5,0.08,0.7523863636363637,0.10730147450701756,2.0,2.0,174.0,23.0,232.0
14,91.54396297854439,RandomForest,BestFirst(backward),none,SensitiveThreshold,0.5217391304347826,0.48,0.8864772727272727,0.43233702047540584,12.0,11.0,165.0,13.0,141.0
14,91.54396297854439,IBk,BestFirst(backward),none,SensitiveThreshold,0.5,0.52,0.8371590909090909,0.43861021114959237,13.0,13.0,163.0,12.0,133.0
14,91.54396297854439,NaiveBayes,BestFirst(backward),none,SensitiveThreshold,0.375,0.24,0.7244318181818182,0.21663754871657015,6.0,10.0,166.0,19.0,200.0
15,92.2032583397983,RandomForest,none,none,none,0.8888888888888888,0.38095238095238093,0.9293650793650794,0.5021231422505306,8.0,1.0,179.0,13.0,131.0
15,92.2032583397983,IBk,none,none,none,0.5833333333333334,0.3333333333333333,0.8957671957671958,0.3768967205090551,7.0,5.0,175.0,14.0,145.0
15,92.2032583397983,NaiveBayes,none,none,none,1.0,0.19047619047619047,0.7841269841269841,0.29647930821494795,4.0,0.0,180.0,17.0,170.0
15,92.2032583397983,RandomForest,BestFirst(backward),none,none,0.9230769230769231,0.5714285714285714,0.9367724867724868,0.6803435114503817,12.0,1.0,179.0,9.0,91.0
15,92.2032583397983,IBk,BestFirst(backward),none,none,0.6428571428571429,0.42857142857142855,0.9084656084656084,0.46998604001861377,9.0,5.0,175.0,12.0,125.0
15,92.2032583397983,NaiveBayes,BestFirst(backward),none,none,0.8,0.19047619047619047,0.7534391534391535,0.2787081339712918,4.0,1.0,179.0,17.0,171.0
15,92.2032583397983,RandomForest,none,SMOTE,none,0.6666666666666666,0.38095238095238093,0.9362433862433862,0.44248653940283916,8.0,4.0,176.0,13.0,134.0
15,92.2032583397983,IBk,none,SMOTE,none,0.5833333333333334,0.3333333333333333,0.8955026455026455,0.3768967205090551,7.0,5.0,175.0,14.0,145.0
15,92.2032583397983,NaiveBayes,none,SMOTE,none,1.0,0.23809523809523808,0.7917989417989418,0.35885167464114875,5.0,0.0,180.0,16.0,160.0
15,92.2032583397983,RandomForest,none,none,SensitiveThreshold,0.5,0.5714285714285714,0.9067460317460317,0.4748040313549833,12.0,12.0,168.0,9.0,102.0
15,92.2032583397983,IBk,none,none,SensitiveThreshold,0.34782608695652173,0.38095238095238093,0.8957671957671958,0.2856054836252856,8.0,15.0,165.0,13.0,145.0
15,92.2032583397983,NaiveBayes,none,none,SensitiveThreshold,0.875,0.3333333333333333,0.7841269841269841,0.4511196067722558,7.0,1.0,179.0,14.0,141.0
15,92.2032583397983,RandomForest,BestFirst(backward),SMOTE,none,0.5789473684210527,0.5238095238095238,0.8490740740740741,0.5004142502071249,11.0,8.0,172.0,10.0,108.0
15,92.2032583397983,IBk,BestFirst(backward),SMOTE,none,0.5,0.47619047619047616,0.8334656084656085,0.4296716659910826,10.0,10.0,170.0,11.0,120.0
15,92.2032583397983,NaiveBayes,BestFirst(backward),SMOTE,none,0.8181818181818182,0.42857142857142855,0.801984126984127,0.528643216080402,9.0,2.0,178.0,12.0,122.0
15,92.2032583397983,RandomForest,BestFirst(backward),none,SensitiveThreshold,0.5185185185185185,0.6666666666666666,0.9272486772486772,0.5278365045806905,14.0,13.0,167.0,7.0,83.0
15,92.2032583397983,IBk,BestFirst(backward),none,SensitiveThreshold,0.4166666666666667,0.47619047619047616,0.9084656084656084,0.37476670399402756,10.0,14.0,166.0,11.0,124.0
15,92.2032583397983,NaiveBayes,BestFirst(backward),none,SensitiveThreshold,0.6153846153846154,0.38095238095238093,0.7534391534391535,0.4246183206106868,8.0,5.0,175.0,13.0,135.0
16,92.73903666427032,RandomForest,none,none,none,0.8571428571428571,0.4,0.8368217054263566,0.4980119284294237,12.0,2.0,170.0,18.0,182.0
16,92.73903666427032,IBk,none,none,none,0.8125,0.43333333333333335,0.8025193798449612,0.5151224195871341,13.0,3.0,169.0,17.0,173.0
16,92.73903666427032,NaiveBayes,none,none,none,0.6666666666666666,0.06666666666666667,0.7213178294573643,0.09682392846130136,2.0,1.0,171.0,28.0,281.0
16,92.73903666427032,RandomForest,BestFirst(backward),none,none,0.8333333333333334,0.5,0.8541666666666666,0.5779944289693595,15.0,3.0,169.0,15.0,153.0
16,92.73903666427032,IBk,BestFirst(backward),none,none,0.7894736842105263,0.5,0.8102713178294574,0.5617720940854078,15.0,4.0,168.0,15.0,154.0
16,92.73903666427032,NaiveBayes,BestFirst(backward),none,none,1.0,0.16666666666666666,0.7176356589147287,0.2540620384047268,5.0,0.0,172.0,25.0,250.0
16,92.73903666427032,RandomForest,none,SMOTE,none,0.6875,0.36666666666666664,0.8437015503875969,0.4181469035045608,11.0,5.0,167.0,19.0,195.0
16,92.73903666427032,IBk,none,SMOTE,none,0.8125,0.43333333333333335,0.8022286821705427,0.5151224195871341,13.0,3.0,169.0,17.0,173.0
16,92.73903666427032,NaiveBayes,none,SMOTE,none,0.6666666666666666,0.06666666666666667,0.7213178294573643,0.09682392846130136,2.0,1.0,171.0,28.0,281.0
16,92.73903666427032,RandomForest,none,none,SensitiveThreshold,0.5333333333333333,0.5333333333333333,0.8405038759689922,0.4519379844961241,16.0,14.0,158.0,14.0,154.0
16,92.73903666427032,IBk,none,none,SensitiveThreshold,0.5384615384615384,0.4666666666666667,0.8026162790697674,0.4200164068908941,14.0,12.0,160.0,16.0,172.0
16,92.73903666427032,NaiveBayes,none,none,SensitiveThreshold,0.8333333333333334,0.16666666666666666,0.7213178294573643,0.24016203703703723,5.0,1.0,171.0,25.0,251.0
16,92.73903666427032,RandomForest,BestFirst(backward),SMOTE,none,0.7222222222222222,0.43333333333333335,0.8468992248062015,0.48421541318477257,13.0,5.0,167.0,17.0,175.0
16,92.73903666427032,IBk,BestFirst(backward),SMOTE,none,0.7647058823529411,0.43333333333333335,0.8003875968992248,0.4994099598772716,13.0,4.0,168.0,17.0,174.0
16,92.73903666427032,NaiveBayes,BestFirst(backward),SMOTE,none,0.8333333333333334,0.16666666666666666,0.7232558139534884,0.24016203703703723,5.0,1.0,171.0,25.0,251.0
16,92.73903666427032,RandomForest,BestFirst(backward),none,SensitiveThreshold,0.5625,0.6,0.8553294573643411,0.5047152018106376,18.0,14.0,158.0,12.0,134.0
16,92.73903666427032,IBk,BestFirst(backward),none,SensitiveThreshold,0.5517241379310345,0.5333333333333333,0.8103682170542635,0.4641383375908823,16.0,13.0,159.0,14.0,153.0
16,92.73903666427032,NaiveBayes,BestFirst(backward),none,SensitiveThreshold,0.5714285714285714,0.26666666666666666,0.7176356589147287,0.297216699801193,8.0,6.0,166.0,22.0,226.0
17,92.39202657807309,RandomForest,none,none,none,0.6666666666666666,0.5454545454545454,0.8716512955643391,0.5621414913957931,12.0,6.0,201.0,10.0,106.0
17,92.39202657807309,IBk,none,none,none,0.4642857142857143,0.5909090909090909,0.8064339042599912,0.46212566059894306,13.0,15.0,192.0,9.0,105.0
17,92.39202657807309,NaiveBayes,none,none,none,0.125,0.09090909090909091,0.5666447079490557,0.026506626656664024,2.0,14.0,193.0,20.0,214.0
17,92.39202657807309,RandomForest,BestFirst(backward),none,none,0.8888888888888888,0.7272727272727273,0.8915239350021958,0.7810707456978969,16.0,2.0,205.0,6.0,62.0
17,92.39202657807309,IBk,BestFirst(backward),none,none,0.6521739130434783,0.6818181818181818,0.8305884936319718,0.6303669428602171,15.0,8.0,199.0,7.0,78.0
17,92.39202657807309,NaiveBayes,BestFirst(backward),none,none,0.2,0.09090909090909091,0.5694993412384717,0.06910569105691071,2.0,8.0,199.0,20.0,208.0
17,92.39202657807309,RandomForest,none,SMOTE,none,0.5714285714285714,0.5454545454545454,0.865173473869126,0.5123837274459265,12.0,9.0,198.0,10.0,109.0
17,92.39202657807309,IBk,none,SMOTE,none,0.4642857142857143,0.5909090909090909,0.8062143170838822,0.46212566059894306,13.0,15.0,192.0,9.0,105.0
17,92.39202657807309,NaiveBayes,none,SMOTE,none,0.16666666666666666,0.13636363636363635,0.5603864734299517,0.06955066921606089,3.0,15.0,192.0,19.0,205.0
17,92.39202657807309,RandomForest,none,none,SensitiveThreshold,0.4375,0.6363636363636364,0.8764822134387352,0.456652673845592,14.0,18.0,189.0,8.0,98.0
17,92.39202657807309,IBk,none,none,SensitiveThreshold,0.3783783783783784,0.6363636363636364,0.8064339042599912,0.4025919380627789,14.0,23.0,184.0,8.0,103.0
17,92.39202657807309,NaiveBayes,none,none,SensitiveThreshold,0.15789473684210525,0.13636363636363635,0.5666447079490557,0.06290190576405895,3.0,16.0,191.0,19.0,206.0
17,92.39202657807309,RandomForest,BestFirst(backward),SMOTE,none,0.7619047619047619,0.7272727272727273,0.8853754940711462,0.7176958422055363,16.0,5.0,202.0,6.0,65.0
17,92.39202657807309,IBk,BestFirst(backward),SMOTE,none,0.6086956521739131,0.6363636363636364,0.8234519104084321,0.5810825352415799,14.0,9.0,198.0,8.0,89.0
17,92.39202657807309,NaiveBayes,BestFirst(backward),SMOTE,none,0.2857142857142857,0.18181818181818182,0.5745498462889768,0.15941269008914571,4.0,10.0,197.0,18.0,190.0
17,92.39202657807309,RandomForest,BestFirst(backward),none,SensitiveThreshold,0.5483870967741935,0.7727272727272727,0.8828502415458938,0.5961199294532629,17.0,14.0,193.0,5.0,64.0
17,92.39202657807309,IBk,BestFirst(backward),none,SensitiveThreshold,0.5,0.7272727272727273,0.8305884936319718,0.5402445701770395,16.0,16.0,191.0,6.0,76.0
17,92.39202657807309,NaiveBayes,BestFirst(backward),none,SensitiveThreshold,0.2,0.22727272727272727,0.5694993412384717,0.12315016040567074,5.0,20.0,187.0,17.0,190.0
