ID,Size,Predicted %,Actual value
112,237,0.2350799431102721,NO
113,36,0.030084722111285572,NO
114,36,0.007774240266798923,NO
115,36,0.008566505077273991,NO
116,26,0.007545382320612731,NO
117,489,0.6375626875481302,NO
118,475,0.07488259622947126,NO
119,197,0.05514886991499701,NO
120,24,0.007317862951684971,NO
121,30,0.033790199898294904,NO
122,55,0.03182446131298481,NO
123,54,0.03095379453850004,NO
124,192,0.012273557185967347,NO
125,300,0.0073008373434950025,NO
126,250,0.013018419370820112,NO
127,618,1.482053218042412E-5,NO
128,37,0.008566505077273991,NO
129,35,0.007774240266798923,NO
130,279,9.538987660885208E-73,NO
131,270,2.2182147671933784E-72,NO
132,423,0.07256224931679009,NO
133,238,0.01211056280549123,NO
134,74,0.008465795945612227,NO
135,69,0.009327873942901403,NO
136,203,0.0016478090503856554,NO
137,229,0.011927818170526435,NO
138,202,0.012497815965666462,NO
139,101,0.010286655405846532,NO
140,165,0.004132946368367634,NO
141,337,0.005230394338047173,NO
142,94,0.008258639967490967,NO
143,381,0.002020245012572418,NO
144,138,0.009312041127085459,NO
145,40,0.007774240266798923,NO
146,86,0.009836406393693603,NO
147,90,0.008927753591879911,NO
148,78,0.008696906089316073,NO
149,84,0.008696906089316073,NO
150,59,0.008234762794339724,NO
151,111,0.009387261781856716,NO
152,52,0.06637236764441576,NO
153,157,0.01912450015783093,NO
154,74,0.006322748157483796,NO
155,229,0.05100275244812525,NO
156,210,0.061216577591321965,NO
157,55,0.008234762794339724,NO
158,29,0.007545382320612731,NO
159,110,0.036158097160373485,NO
160,97,0.03529828263602421,NO
161,43,0.030084722111285572,NO
162,54,0.06915004007860907,NO
163,205,0.1478223950580325,NO
164,121,0.1572542420618373,NO
165,107,0.13210386178088004,NO
166,74,0.09661329788346579,NO
167,77,0.20162642753580046,NO
168,413,0.9999999991762508,NO
169,146,0.9999321654248411,NO
170,125,0.913283399659608,NO
171,75,0.044804508142919426,NO
172,47,0.05830357703855923,NO
173,34,0.05065550962984764,NO
174,39,0.05434653124718384,NO
175,36,0.05212326204114565,NO
176,79,0.008696906089316073,NO
177,28,0.007545382320612731,NO
178,423,0.9999997707895988,NO
179,254,0.993291147816461,NO
180,88,0.4987914122511425,NO
181,57,0.04071940993437336,NO
182,43,0.03301925879049247,NO
183,27,0.02921842890523177,NO
184,27,0.007545382320612731,NO
185,48,0.03820146832640812,NO
186,106,0.05484749284237121,NO
187,108,0.10220454859804155,NO
188,84,0.09928062925278079,NO
189,54,0.06915004007860907,NO
190,78,0.09510095068009598,NO
191,82,0.10220214803086661,NO
192,78,0.09394351284039908,NO
193,77,0.09061813065624583,NO
194,81,0.9299350872978557,NO
195,140,0.15793657431755884,NO
196,98,0.11493442139266122,NO
197,51,0.15108786785258038,NO
198,57,0.06252474457712132,NO
199,87,0.008927753591879911,NO
200,169,0.20993042930670325,NO
201,36,0.007774240266798923,NO
